Plate_ID,Registration_State,Plate_Type,Vehicle_Make,Issuer_Code,Street_Name,Vehicle_Year
HMF6134,NY,PAS,,941499,RIVER TERRACE,0
GTX6542,99,PAS,TOYOT,989698,VANDERBILT AVE,2014
GBU2425,NY,PAS,NISSA,948150,W 3 ST,2015
K22DLG,NJ,PAS,NISSA,940303,CROPSEY  AVE,0
HFM2064,NY,PAS,LEXUS,959783,GREENE PL,2010
HGW1473,NY,PAS,MITSU,943673,PENN AVE,2015
GZY3732,NY,PAS,MERCU,962890,PINE ST,2016
HJY3405,99,PAS,NISSA,932804,BAY RIDGE PARKWAY,2016
HPC2101,NY,PAS,BMW,932804,BAY RIDGE AVE,2014
HCW5979,NY,PAS,NISSA,962468,84 STREET,2016
HMF1542,NY,PAS,HYUND,962468,19 AVENUE,2008
GFD4632,NY,PAS,NISSA,961002,AVE P,2016
HNE1719,NY,PAS,AUDI,958772,20 AVE,2003
HFH4572,NY,PAS,ME/BE,952207,WEST 22 STREET,2014
GST8016,NY,PAS,BMW,960157,WEST 114 ST,2007
GWK6501,NY,PAS,CHEVR,932941,WEST 30TH STREET,2008
HNG1788,NY,PAS,DODGE,932941,W 30TH STREET,2017
GFK1349,NY,PAS,HYUND,958370,W 13 ST,2016
GDX7018,NY,PAS,ME/BE,930468,LAFAYETTE,2010
J73HCD,NJ,PAS,BMW,930468,LAFAYETTE,0
GPF1506,NY,PAS,FORD,949574,LAFAYETTE,0
HBT9145,NY,PAS,AUDI,948458,E 89TH ST,2012
GKX9639,NY,PAS,CHEVR,961349,ATTORNEY ST,2007
JNR9534,PA,PAS,SUBAR,957473,LAFAYETTE ST,0
HKP7390,NY,PAS,BMW,925954,ST MARKS PLACE,2017
HRU6345,NY,PAS,FORD,935263,W 154 ST,2004
HLD4497,NY,PAS,FORD,902270,WYCKOFF AVE,2005
HCC4801,NY,PAS,CHEVR,942651,ESSEX ST,2015
HLB8970,NY,PAS,TOYOT,953451,130 STREET,2015
HBE7925,NY,PAS,FORD,935369,E 45 ST,2016
HJN1388,NY,PAS,LEXUS,929171,E 51,2002
HLP1101,NY,PAS,BMW,941550,NORTHERN BLVD,2017
GWM3345,NY,PAS,FORD,935689,SULLIVAN PL,2005
HPU4603,99,PAS,AUDI,961784,REMSEN,2014
HDT6377,NY,PAS,CHEVR,929364,SKILLMAN,2016
GYP7793,NY,PAS,TOYOT,929364,SKILLMAN ST,2015
HKR1299,NY,PAS,HYUND,927921,GRANT AVE,2017
HBB2630,NY,PAS,ME/BE,953646,BUFFALO AVE,2011
HNJ2957,NY,PAS,CHEVR,953759,PACIFIC ST,2004
HHS3865,NY,PAS,LINCO,942509,N/W C/O NAVY ST,2007
JPL6784,PA,PAS,LINCO,942509,N/W C/O TILLARY ST,0
GYX4570,NY,PAS,FORD,942509,N/W C/O TILLARY ST,2016
HKM1232,NY,PAS,CHEVR,942509,N/W C/O TILLARY ST,2011
GVF2512,NY,PAS,JEEP,959870,WATER ST,2015
GGT9998,NY,PAS,BMW,942583,PACIFIC ST,2011
HNU9881,NY,PAS,HONDA,952382,S/W/C/O W 145 ST,2005
HSC9355,NY,PAS,ACURA,929874,W 125 ST,2004
HRC6796,NY,PAS,HONDA,929874,W 125 ST,0
GUF5142,OH,PAS,FORD,961022,DECATUR,0
HGZ6152,NY,PAS,PORSC,961022,IRVING,2011
HPD7198,NY,PAS,TOYOT,923731,LINCOLN PL,2017
HLZX55,FL,PAS,HYUND,923731,LINCOLN PL,0
GUP4278,NY,PAS,SUBAR,923731,LINCOLN PL,2014
GVGN34,FL,PAS,NISSA,923731,BUFFALO AVENUE,0
GLR8853,NY,PAS,FORD,951003,W 135 STREET,2013
HLX7984,NY,999,HYUND,951003,8TH AVE,2017
HLG5097,NY,OMS,NISSA,962353,WEST 144 STREET,2017
HKB1044,NY,PAS,CHEVR,962353,EDGECOMBE AVE,2009
HKK939,SC,PAS,HYUND,893367,STARR ST,0
GJH3619,NY,PAS,TOYOT,893367,GREENE AVE,2011
HAM2172,NY,PAS,FORD,930338,IRVING AVE,2006
HBT9208,NY,PAS,CHRYS,953880,FULTON ST,2006
GZN5129,NY,PAS,TOYOT,956850,PULASKI ST,2015
GHF6886,NY,PAS,ME/BE,925709,WEST 55 STREET,2016
GBD2552,NY,PAS,HONDA,925709,WEST 55 STREET,2014
HMZ3761,NY,PAS,HONDA,925709,WEST 55 STREET,1995
GLR9743,NY,PAS,JEEP,925709,WEST 54 ST,0
GBP8627,NY,PAS,ME/BE,933554,ST JOHNS PL,2013
HPU444,NY,PAS,SUBAR,960958,I/O STAGG,2001
HAL8277,NY,PAS,ME/BE,959992,BOGART STREET,1994
GLJ9335,NY,PAS,ROVER,944085,53RD ST,2014
GSU8947,NY,PAS,BMW,961003,DEVOE ST,2009
HDV1495,NY,PAS,SUBAR,958482,KNICKERBOCKER AVE,2012
HBU4268,NY,PAS,ME/BE,934703,DEKALB AVE,2011
HLY8408,NY,PAS,CHEVR,934703,BLEEKER ST,2016
HBU4268,NY,PAS,ME/BE,934703,DEKALB AVE,2011
HPZ1037,NY,PAS,INFIN,934703,GREENE AVE,2013
HFF1640,NY,PAS,TOYOT,960569,CORNELIA,2016
GPT6914,NY,PAS,TOYOT,941840,C/O CARLTON AV,2001
HHC7189,NY,PAS,,941840,CUMBERLAND ST,2004
M52FYN,NJ,PAS,ME/BE,941840,ST FELIX ST,0
HFS8949,NY,PAS,CHEVR,949328,W 76 ST,2007
HKP4430,NY,PAS,NISSA,959559,CUMBERLAND ST,2010
GVA9990,NY,PAS,FORD,959559,CUMBERLAND ST,2001
GZJ1678,NY,PAS,SUBAR,956603,W 109 ST,2015
GWD9531,NY,PAS,TOYOT,953974,BENNETT AVE,2018
L31HNP,NJ,PAS,TOYOT,927824,W 144 STREET,2008
HKB2563,NY,PAS,CHRYS,962435,W 145 STREET,2008
HJV7952,NY,PAS,LINCO,946194,ISHAM ST,0
GTP8849,NY,PAS,MINI,938932,AVE V,2015
GZJ7386,NY,PAS,LEXUS,952897,E 4TH ST,2011
GJC8336,NY,PAS,AUDI,960197,E 9 ST,2016
LANKAN,NY,PAS,HONDA,962335,E 52 ST,2014
GTB5434,NY,PAS,FORD,958679,SUTTER AVE,2003
K29HHT,NJ,PAS,LINCO,959380,BAY 8 ST,0
GXS7660,NY,PAS,TOYOT,950939,MESEROLE AVE,2015
GXS7660,NY,PAS,TOYOT,950939,MESEROLE AVE,2015
LAQ289,SC,PAS,NISSA,921824,JAT ST,0
HJR6652,NY,PAS,,944019,PENN PLAZA,0
G83HFN,NJ,PAS,HONDA,951324,BEEKMAN ST,0
GVR7572,NY,PAS,ME/BE,956604,W 32 ST,2016
HLC8794,NY,PAS,TOYOT,927706,N/S BATTERY PL,2003
GJS5019,NY,PAS,FORD,925923,2ND AVE,2013
HAY97611,NY,PAS,CADIL,925923,E 57 ST,2016
HCS1523,NY,PAS,HONDA,960031,AMSTERDAM AVENUE,2016
HMR5832,NY,PAS,,960037,DYCKMAN STREET,2005
T640304C,NY,PAS,TOYOT,960031,ST NICHOLAS AVE,2014
HKZ5620,NY,PAS,KIA,954154,SHERMAN AVE,0
GMK9396,NY,PAS,HONDA,954154,SHERMAN AVE,2015
HHA4904,NY,PAS,VOLKS,953791,DYCKMAN ST,2016
HPE2045,NY,PAS,CHRYS,945282,BROADWAY,2015
TMG4DP,NJ,PAS,,936299,WEST 206TH ST,0
J38HJX,NJ,PAS,BMW,936299,BROADWAY AVE,2011
HMA7104,NY,PAS,TOYOT,936299,WEST 179TH STREET,0
T637014C,NY,OMT,TOYOT,936299,SAINT NICHOLAS AVE,2012
GWB9987,NY,PAS,NISSA,936299,SAINT NICHOLAS AVE,2015
HBE7767,NY,PAS,FORD,936299,BROADWAY AVE,2006
HHB6405,NY,PAS,AUDI,959000,W 140 ST,2008
HNV1526,NY,PAS,TOYOT,952199,E 106TH ST,2017
T677817C,NY,OMT,HONDA,935431,W 179 ST,2015
HMU2636,NY,PAS,CHEVR,959772,DYCKMAN ST,0
HFX9497,NY,PAS,NISSA,955783,WEST 183,0
HNN9995,NY,PAS,,955783,WEST 188,0
HFY9725,NY,PAS,,955183,WEST 188 ST,0
HPL9925,NY,PAS,NISSA,962136,SHERMAN,2016
HSD4503,NY,PAS,TOYOT,959864,W 177 ST,2017
GB256T,FL,PAS,NISSA,959864,HAVEN AVE,1999
HKH7082,NY,PAS,ME/BE,939864,BROADWAY,2014
HK1425,NC,PAS,HONDA,939864,W 161 ST,2003
M347935,NJ,PAS,NISSA,959864,AUDUBON AVE,0
T517111C,NY,OMT,TOYOT,959864,SAINT NICHOLAS AVE,2012
HJV3592,NY,PAS,NISSA,959864,ST NICHOLAS AVE,2005
KFA7323,PA,PAS,DODGE,958956,W 157 ST,0
HNY7942,99,PAS,ME/BE,958956,W 165 ST,1990
GVV2106,NY,PAS,GMC,938339,W 165 STREET,2015
GMZ3095,NY,PAS,FORD,938339,W 165 STREET,1999
KJC8056,PA,PAS,HYUND,938339,W 165 STREET,0
HKZ4653,NY,PAS,INFIN,916217,W 178 ST,2002
TPP96F,NJ,PAS,FRUEH,923330,HAVEN AVENUE,0
H40EJK,NJ,PAS,CHEVR,923330,BROADWAY,0
HEH6438,NY,PAS,NISSA,958773,AMSTERDAM AVE,0
HND3930,NY,PAS,HONDA,958773,AMSTERDAM AVE,0
GMW5533,NY,PAS,TOYOT,959306,E 102 ST,2014
HLY9841,NY,PAS,HONDA,957724,W 185 STREET,2017
GXU2028,NY,PAS,CADIL,961273,FT GEORGE HILL,2003
HKR8237,NY,PAS,,944130,BROADWAY,2013
T671891C,99,OMT,TOYOT,944877,E 28 ST,2015
HKSX11,FL,PAS,FRUEH,936593,W 47 ST,0
GPZ8297,NY,PAS,AUDI,959808,E 9 STREET,2014
HCD4307,NY,PAS,MAZDA,934295,KNIVKERBOCKER AVE,2013
HKX9944,NY,PAS,HONDA,920275,BAXTER,2017
HMU5883,NY,PAS,CHEVR,918421,PEARL ST,2013
GEG6859,NY,PAS,HONDA,935842,ADAMS ST,2011
HKM6968,NY,OMS,SMART,924452,NASSAU AVE,2016
HKM6968,NY,OMS,SMART,924452,NASSAU AVE,2016
HDZ4895,NY,PAS,PORSC,924452,NASSAU AVE,2016
GYS9417,NY,PAS,VOLKS,924452,MORGAN AV,2008
GAU4117,NY,PAS,JEEP,959474,C/O E 19TH,2009
HNW7775,NY,PAS,BMW,959474,C/O DITMAS,2011
T671680C,NY,OMT,HONDA,938830,28 AVE,2014
XKV6354,VA,PAS,CHRYS,0,ADAMS ST,0
22050ME,NY,COM,ME/BE,13103,LEXINGTON AVE,2013
22050ME,NY,COM,ME/BE,13103,LEXINGTON AVE,2013
47603MD,NY,COM,PETER,959636,W 31,0
XBHW19,NJ,PAS,,891822,8TH AVE,0
727551,99,PAS,FRUEH,961339,BROADWAY,0
P94266,99,APP,FRUEH,961939,BROADWAY,0
FDC6704,NY,PAS,NISSA,160251,FERRY POINT PARK,2007
FXQ7035,OH,PAS,CHEVR,0,MONROE PLACE,0
T664473C,NY,OMT,LINCO,7299,E 161 ST,2013
FBG4144,NY,PAS,TOYOT,957580,BROADWAY,2006
EJU6089,NY,PAS,GMC,101412,PELHAM PARKWAY SOUTH,2004
ALA9205,NY,PAS,TOYOT,101412,PELHAM PARKWAY SOUTH,2010
ETK7789,NY,PAS,TOYOT,101412,PELHAM PARKWAY SOUTH,2009
ECJ6600,NY,PAS,HONDA,101412,PELHAM PARKWAY SOUTH,2008
U19GVA,NJ,PAS,CHEVR,101412,PELHAM PARKWAY SOUTH,0
570236,NY,PAS,HYUND,952601,BOGANT ST,2004
86731MC,NY,COM,FORD,956900,MARION STREET,0
ZHN6743,PA,PAS,FORD,912946,GREAT JONES ST,0
NFFG52,SC,PAS,FORD,368649,SHEFFIELD AVE,0
T722170C,NY,PAS,HONDA,100281,CLARKSON AVENUE,2016
13468,NY,COM,FORD,0,ADAMS ST,2016
Z80HFZ,NJ,PAS,GMC,0,CADMAN PLAZA WEST,0
XDSY81,NJ,PAS,CHEVR,0,CADMAN PLAZA WEST,0
XDSY80,NJ,PAS,CHEVR,0,CADMAN PLAZA WEST,0
84TE48,NY,999,HARLE,0,SMITH STREET,0
59626MA,NY,COM,KENWO,959377,DUMONT,1998
W26HHX,NJ,PAS,,702195,MAUJER ST,0
SYT44H,NJ,PAS,MAZDA,101439,CLARKSON,0
EBZ7382,NY,PAS,JEEP,957230,WEST CEDARVIEW AVE,2017
42959MG,NY,COM,MERCU,953215,BWAY,1992
AV67BY,NJ,PAS,,0,W 45,0
AF3534,NY,PAS,FORD,958958,PARK PL,0
79259MH,NY,COM,CHEVR,959973,BROOKHAVEN AVE,2007
76178MH,NY,COM,FORD,949827,TRINA LANE,2004
T711069C,NY,OMT,,160658,WEST ST,2015
FWV2367,NY,PAS,TOYOT,938291,44 ST,2012
22419MB,NY,COM,FORD,943705,3RD AVE,2008
53862ME,NY,COM,CHEVR,956228,104TH AVE,2014
AHV9805,NY,PAS,TOYOT,959864,AMSTERDAM AVE,2010
CEZ4229,NY,PAS,TOYOT,960976,EDGECOMB AV,0
215ZHL,CT,PAS,NISSA,957044,W 153 STREET,0
8CX1570,99,PAS,,941499,CHAMBERS ST,0
78510MH,NY,COM,,952973,N MOORE,0
30969JX,NY,COM,,0,GREENWICH ST,0
75587ME,NY,COM,,952973,DUANE ST,0
96658MC,99,COM,,952473,BWAY,0
XCDL68,NJ,PAS,CHEVR,962648,ALBANY ST,2015
7LMF490,CA,PAS,CHRYS,961419,AMSTERDAM,0
B28FAJ,NJ,PAS,TOYOT,953791,W 187 ST,0
847248N,NJ,PAS,CHEVR,962353,AMSTERDAM AVE,0
FMW3011,NY,PAS,LEXUS,949793,HANCOCK ST,2003
79644JV,NY,COM,FRUEH,941561,WEST 168TH STREET,2006
89414MJ,NY,COM,SOLEC,949760,MERCER STREET,2004
89414MJ,NY,COM,SOLEC,949760,MERCER STREET,2004
89407MJ,NY,COM,FORD,949760,WOOSTER ST,2017
35810MJ,NY,COM,,947256,W BROADWAY,0
89407MJ,NY,COM,,947258,SPRING ST,0
AH18833,AZ,PAS,,947258,GREENE ST,0
60280JR,NY,COM,,947258,WOOSTER,0
32527MG,NY,COM,,947258,MERCER ST,0
37404MG,NY,COM,,947258,WOOSTER,0
56252MG,NY,COM,,947258,WOOSTER,0
70299MJ,NY,COM,CHEVR,955488,TIMES SQUARES,1996
59889JR,NY,COM,INTER,961349,FDR DR,1996
18306MB,NY,COM,JEEP,961349,ATTORNEY ST,2017
96562MJ,NY,COM,FRUEH,954073,BROAD ST,0
96541MJ,NY,COM,FRUEH,954073,WALL ST,0
48123MG,NY,COM,GMC,957533,BROADWAY,1997
WVG2163,VA,PAS,CHEVR,948910,SHORE PKWY,0
BLANKPLATE,99,999,VOLKS,935801,C/O BEDFORD PL,0
BLANKPLATE,99,999,VOLKS,955801,C/O BEDFORD PL,0
FPB7820,NY,PAS,TOYOT,958679,130 ST,2005
49731MA,NY,COM,KENWO,953620,C/O W 29,2011
49731MA,NY,COM,KENWO,953620,C/O W 29,2011
63304JM,NY,COM,GMC,955964,9TH AVENUE,1986
49729JG,NY,COM,MERCU,954644,BROADWAY,1997
13082MJ,NY,COM,KENWO,962073,7TH AVE,2013
U59HFC,NJ,PAS,HONDA,952985,W 49 ST,0
13082MJ,NY,COM,KENWO,962073,7TH AVE,2013
AM220P,NJ,PAS,MACK,943824,6TH AVE,0
96172MA,NY,COM,FRUEH,961442,E 118 ST,2012
35216MB,NY,COM,FRUEH,961442,PLEASANT AVE,2012
83499ME,NY,COM,,951824,GREENE ST,2006
31410MG,NY,COM,FRUEH,951824,W BROADWAY,2006
60280JR,NY,COM,SOLEC,951824,WOOSTER ST,2004
49735JG,NY,COM,INTER,951824,MERCER ST,1996
32765JZ,NY,COM,WORKH,951824,MERCER ST,2009
BLANKPLATE,99,999,NISSA,959237,BONNER PLACE,0
57993MB,NY,COM,MITSU,888902,15 AVE,0
AA35785,CT,PAS,TOYOT,960180,BATH AVE,0
BLANKPLATE,99,999,FORD,936636,FARMERS BLVD,0
34084MJ,NY,COM,FORD,929260,E 103 ST,2010
12864KA,NY,COM,FORD,945797,LEXINGTON AVE,2009
PFH1443,NC,PAS,NISSA,957699,1ST AVE,2006
PFH1443,NC,PAS,NISSA,961226,1ST AVE,2006
ESY3973,NY,PAS,FORD,428,GREAT KILLS PARK,2009
ZTH80,NJ,PAS,HONDA,956682,N/W/C 27TH ST,0
6P10H,NY,OMT,TOYOT,945958,W 18,2014
Z8648MH,NY,COM,INTER,952793,WASHINGTON ST,1997
98371JX,NY,COM,WT,960293,ST MARKS PL,1996
95392MD,NY,COM,FRUEH,933515,8 AVE,2014
177DME,NY,COM,FORD,927018,1 AVE,0
12048MJ,NY,COM,MERCU,943869,SHERMAN AVE,0
24484MC,NY,COM,KENWO,925925,2ND AVE,2013
83479MH,NY,COM,FRUEH,957618,W 166,0
2969CP,CT,PAS,FORD,957618,AMSTERDAM AVE,0
35253MB,NY,COM,FRUEH,941641,5TH AVE,2012
55034MB,NY,COM,WORKH,959714,LEXINGTON AVE,2011
ECZ2500,NC,PAS,CHEVR,958184,E 102 ST,2009
31069MK,NY,COM,FORD,926357,ST MCK AVE,2013
59592A,FL,PAS,PREVO,940746,12 AVE,0
51996P,NY,999,MCI,940746,C/O 12TH AVE,0
FBH3325,NY,PAS,AUDI,940746,W 54TH ST,2017
31595ME,NY,COM,FRUEH,940746,55TH ST,2004
P779551,IL,PAS,VANHO,940746,NE C/O 12TH AVE,0
58751A,CT,APP,TEMSA,940746,SE CO 12TH AVE,0
2242,NY,999,PEDIC,954792,WEST 45,0
778QPQ,FL,PAS,GMC,929572,E 57 STREET,0
CNJ3007,NY,PAS,BMW,929171,TUDER CITY PL,1998
83528MH,NY,COM,FRUEH,894366,W 53RD ST,2016
14492JY,NY,COM,FRUEH,961037,LEXINGTON AVE,2007
5272JMC,NY,COM,ME/BE,962356,LEXINGTON AVE,2010
12864KA,NY,COM,FORD,962386,LEXINGTON AVE,2009
EKB9822,NY,PAS,NISSA,959306,E 102 ST,2016
T715835C,NY,PAS,HONDA,959306,E 102 ST,2016
3L69H,NY,OMT,TOYOT,944877,E 28 ST,2012
S21GAC,NJ,PAS,HONDA,956773,STUYVESANT AVE,2015
2811397,ME,PAS,,938773,C/O LUQUER,0
46719MH,NY,COM,CHEVR,941253,BROADWAY,2004
94905MT,NY,COM,FORD,927137,5TH AVE,0
49602PC,NY,PAS,,932742,WEST 40 STREET,2003
ZNL98E,NJ,PAS,HONDA,952337,W 29 STREET,0
XCR238,NJ,PAS,,951856,5TH AVE,0
96258JE,99,COM,MACH,951856,WEST 56 ST,2002
46781MJ,NY,COM,FRUEH,951856,WEST 56 ST,2014
2XD414,OK,PAS,MERCU,915669,ST NICHOLAS AVE,0
25513TC,NY,TRC,PETER,915669,BROADWAY,2017
ZGK0013,PA,PAS,FORD,915669,BROADWAY,0
32149JF,NY,COM,MERCU,915669,BROADWAY,1992
51964JS,NY,COM,UTILI,915669,BROADWAY,2005
86233MG,NY,COM,WORKH,915669,BROADWAY,2012
55035MB,NY,COM,WORKH,915669,BROADWAY,0
EJS4911,NC,PAS,FORD,915669,WEST 135 ST,0
2431507,IN,PAS,FRUEH,915669,BROADWAY,0
AT146U,NJ,PAS,MACK,915669,BROADWAY,0
AA19642,CT,PAS,CHEVR,915669,BROADWAY,0
98022MG,NY,COM,TOYOT,915669,AMSTERDAM AVE,2013
52266MG,NY,COM,CHEVR,915669,ST NICHOLAS AVE,2015
86901ME,NY,COM,MERCU,915669,BROADWAY,2015
31234ME,NY,COM,FRUEH,915669,BROADWAY,0
61456MH,NY,COM,CHEVR,915669,BROADWAY,2003
6472ME,NY,COM,FRUEH,915669,BROADWAY,2001
76164MC,NY,COM,CHEVR,915669,RIVERSIDE DR,2011
35215MB,NY,COM,WORKH,915669,WEST 145 ST,2011
29095MJ,NY,COM,FRUEH,915669,BROADWAY,1998
D25HPW,NJ,PAS,FORD,961273,NAGLE,0
17827ME,NY,COM,INTER,920548,W 44 ST,2017
XCZZ1Y,NJ,PAS,FRUEH,920548,WEST 44 ST,0
T712458C,99,PAS,,928758,GATES AV,2016
D11616,DE,PAS,LEXUS,962322,78 STREET,0
E6MFBH,NJ,PAS,FORD,953596,LAKE ST,0
60049MB,NY,COM,FORD,932804,10 AVE,2003
68367MJ,NY,COM,CHEVR,950257,76 ST,2010
T713472C,NY,OMT,HYUND,950118,71 ST,2007
FTB4507,NY,PAS,NISSA,937895,VANDERBILT AVE,1998
2338608,IN,PAS,GMC,937411,CLAREMONT AVE,0
917BWE,OR,PAS,NISSA,933702,DEKALB AVE,0
21TF65,NY,MOT,HARLE,962268,SENATOR ST,2006
EJU4748,NY,PAS,DODGE,933554,ST MARKS AVE,2004
16214TC,NY,COM,,984609,9TH AVE,0
AP678Y,NJ,PAS,,954609,9TH AVE,0
11209MJ,NY,COM,HIN,940788,GREAT JONES,2016
DDE8687,NY,PAS,CHEVR,954370,MARCUS GARVEY,2005
FYA3625,NY,PAS,ME/BE,957320,ALBANY AVE,2017
A11HVX,NJ,PAS,,960068,RALPH AVE,0
EJM2278,NY,PAS,NISSA,960068,EASTERN PKWY,2005
6K93H,NY,OMT,TOYOT,960287,BATH AVE,2014
63514JM,NY,COM,MERCU,903734,W 24 ST,1997
FPZ7903,NY,PAS,NISSA,940681,GREENE AVE,2011
FRP4730,NY,PAS,VOLKS,959783,GREENE AVE,2012
CSM5705,NY,PAS,VOLVO,959783,WILLOUGHBY AVE,2016
T7170786,NY,PAS,TOYOT,943673,VERMONT ST,2016
A994207,ME,PAS,,962890,C/O LOGAN,0
DES8472,NY,PAS,CADIL,957100,HIMROD ST,0
3343321,NH,PAS,SUBAR,934779,LINDEN STREET,0
CRV3139,NY,PAS,ACURA,925709,WEST 55 ST,2004
Y97DTW,FL,PAS,VOLKS,925709,WEST 55 STREET,0
X10FWE,NJ,PAS,NISSA,925709,WEST 55 STREET,0
29510MD,NY,COM,FORD,925709,WEST 55 STREET,2013
93087MD,NY,COM,FRUEH,953591,AMSTERDAM AVE,0
69161MH,NY,COM,MITSU,960284,RIVERSIDE DRIVE,2008
55006MB,NY,COM,,941752,LEXINGTON AVE,0
55006MB,NY,COM,,941752,LEXINGTON AVE,0
22081MC,NY,COM,FRUEH,960958,VANDERVOORT PL,2012
FHY6462,NY,PAS,HYUND,958696,BROADWAY,2007
FWV1724,NY,PAS,VOLKS,958696,LEONARD ST,2007
548FCH,NJ,PAS,HONDA,962309,S 8TH ST,0
91029MJ,NY,COM,FRUEH,938460,MADISON AVE,2017
CFG3688,NY,PAS,TOYOT,925923,2ND AVE,0
6422078,99,PSD,,925923,2ND AVE,0
XBVH95,NJ,PAS,ISUZU,925923,2ND AVE,0
XER048,NJ,PAS,FORD,925923,2ND AVE,0
27012MD,NY,COM,ISUZU,925923,2ND AVE,2014
3510194,GV,PAS,,925923,2ND AVE,0
70725ME,NY,COM,FRUEH,925923,2ND AVE,0
64661MD,NY,COM,UD,925923,E 57 ST,2002
71576MJ,NY,COM,,943829,BROADWAY,1995
ARD2675,NY,PAS,CHRYS,957806,C/O COMMERICAL ST,2005
EXR5404,NY,PAS,TOYOT,959402,W 114 ST,2010
74958JZ,NY,COM,HIN,959706,LENOX AVE,2008
70301MJ,NY,COM,GMC,922640,W 50,1995
96750JV,NY,COM,FRUEH,928126,W 48 ST,2006
XDCC84,NJ,PAS,NISSA,891541,W 55TH ST,0
YVX9187,VA,PAS,FORD,961156,ST NICHOLAS AVE,1999
FDV4949,NY,PAS,ACURA,961156,BROADWAY,2006
8DE01,PA,PAS,SUZUK,955120,W 135 ST,2008
45528JY,NY,COM,CHEVR,955120,W 135 ST,2008
ESJ7543,NY,PAS,MINI,961003,AINSLIE ST,2009
T698620C,NY,OMT,FORD,959559,MYRTLE AVE,2014
49331KA,NY,COM,FORD,937097,3 AVE,2009
AP628T,NJ,PAS,MERCU,743879,2 AVE,0
27579LU,NY,OML,FORD,953451,ROCKAWAY BLVD,2016
C25FRV,NJ,PAS,INFIN,962449,E 26,0
8BX311,MA,PAS,HYUND,929072,EAST 81TH ST,0
XZV91X,NJ,PAS,FORD,927983,GRAND ST,0
XZU91X,NJ,PAS,FORD,927983,GRAND ST,0
51212PC,NY,APP,VANHO,927983,CHRYSTIE ST,2007
51212PC,NY,APP,VANHO,927983,CHRYSTIE ST,2007
51212PC,NY,APP,VANHO,927983,CHRYSTIE ST,2007
95457,MA,APP,VANHO,927983,CHATHAM SQUARE,0
95457,MA,APP,VANHO,927983,CHATHAM SQUARE,0
ETY4120,NY,PAS,FORD,935059,GREENE AVE,2008
T709213C,NY,PAS,HYUND,959051,NORTH PORTLAND,2015
55798MJ,NY,COM,FORD,959051,ADELPHI STREET,1995
AH46271,99,COM,GMC,958585,ADELPHI ST,0
ATC14R,99,APP,FRUEH,939651,MASPETH AVE,2005
FTC14R,NJ,PAS,FRUEH,939651,MASPETH  AVE,2005
63402JM,NY,COM,GMC,957913,CENTRAL PARK WEST,1987
83484MH,NY,COM,FRUEH,957913,BROADWAY,2016
ZY6515,NJ,PAS,NISSA,957913,W 94 ST,0
28648MH,NY,COM,INTER,898135,WASHINGTON ST,1997
49981JG,NY,COM,GMC,898135,CHRISTOPHER ST,1988
FSL5929,NY,PAS,BMW,929885,E/S CHERRY ST,2008
18PC93,MA,PAS,,931310,WASHINGTON AVE,0
N17DYS,NJ,PAS,JEEP,951886,WARRENT ST,0
FZD2318,NY,PAS,HONDA,932160,DUPONT ST,2008
T698115C,NY,999,LINCO,934241,COMMERICAL STREET,2007
2.25E+27,NJ,PAS,CHEVR,933453,LEFFERTS AVE,0
BMS3523,NY,PAS,TOYOT,929364,SKILLMAN ST,2015
95457,MA,APP,VANHO,927983,CHATHAM SQUARE,0
20983ME,NY,COM,FORD,960197,E 11 ST,2005
20983ME,NY,COM,FORD,960197,E 11 ST,2005
E42CKX,NJ,PAS,DODGE,960197,E 3S ST,0
CLV0978,MI,PAS,,938603,HURON ST,0
U65GFJ,NJ,PAS,SUBAR,938603,KENT AVE,0
Z67FRA,NJ,PAS,CHEVR,938603,MCGUINESS BLVD,0
45928MH,NY,COM,FORD,938603,INDIA ST,2015
EDF50252,NY,PAS,FORD,921953,N/E C/O SKILLMAN AVE,2003
T738711C,NY,PAS,TOYOT,958580,C/O CLIFFORD ST,2017
35411MB,NY,999,MERCU,957289,SHERMAN AVE,0
97160MA,NY,PAS,MERCU,957289,BROADWAY,0
CSL8331,NY,PAS,BUICK,960031,BROADWAY,2001
4SC967,MA,PAS,JEEP,954154,SHERMAN AVE,0
30986JX,NY,COM,FRUEH,958548,ACADEMY ST,0
85988MD,NY,COM,,958548,POST AVENUE,0
96170MA,NY,COM,FRUEH,958548,BROADWAY,0
30986JX,NY,COM,FRUEH,958548,POST AVENUE,0
89322MJ,NY,COM,FORD,923171,CONEY ISLAND AVE,2017
EUS1031,NY,PAS,TOYOT,926452,C/O E 69 ST,2012
298KJI,FL,PAS,HYUND,930996,STERLING AVE,0
2441512,IN,PAS,MERCU,926145,HUDSON ST,0
PAP8032,MN,PAS,FRUEH,926145,HUDSON ST,0
61022PC,NY,APP,FRUEH,926145,7 AVE S,2015
AP393R,NJ,PAS,MERCU,926145,7 AVE S,0
AN346A,NJ,PAS,KENWO,926145,6 AVE,0
83034ME,NY,COM,FRUEH,926145,WASHINGTON ST,2006
28648MH,NY,COM,MERCU,926145,WASHINGTON ST,1997
42880PC,NY,COM,MERCU,926145,GREENWICH ST,2016
47581MG,NY,COM,FRUEH,926145,7 AVE S,2003
34839MC,NY,COM,ME/BE,926145,CARMINE ST,2012
8AMDG8,CT,PAS,BMW,956447,EAST 11 ST,0
